Car_id,Dealer_Name,Company,Model,Engine,Transmission,Color,Price,Dealer_No ,Body _Style,Dealer_Region,,,Count of Model,
9169,Rabun Used Car Sales,Lexus,ES300,Overhead Camshaft,Manual,Black,34001,85257-3102,Hatchback,Austin,,,,
9170,Race Car Help,Subaru,Forester,Overhead Camshaft,Manual,Red,26001,78758-7841,Hatchback,Austin,,,,
9171,Ryder Truck Rental and Leasing,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,06457-3834,Passenger,Middletown,,,,
9172,Saab-Belle Dodge,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43001,60504-7114,Hatchback,Aurora,,,,
9173,Scrivener Performance Engineering,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Sedan,Greenville,,,,
9174,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,99301-3882,SUV,Pasco,,,,
9175,Suburban Ford,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Black,60500,53546-9427,Hatchback,Janesville,,,,
9176,Tri-State Mack Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46600,85257-3102,Passenger,Scottsdale,,,,
9177,U-Haul CO,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,78758-7841,Sedan,Austin,,,,
9178,Progressive Shippers Cooperative Association No,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,Hatchback,Janesville,,,,
9179,Rabun Used Car Sales,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Red,20500,85257-3102,SUV,Scottsdale,,,,
9180,Race Car Help,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25100,78758-7841,SUV,Austin,,,,
9181,Ryder Truck Rental and Leasing,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22500,06457-3834,Hatchback,Middletown,,,,
9182,Saab-Belle Dodge,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,SUV,Aurora,,,,
9183,Scrivener Performance Engineering,Buick,Park Avenue,Overhead Camshaft,Manual,Red,45500,38701-8047,Hatchback,Greenville,,,,
9184,Saab-Belle Dodge,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37501,60504-7114,SUV,Aurora,,,,
9185,Scrivener Performance Engineering,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33001,38701-8047,Sedan,Greenville,,,,
9186,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Black,18001,99301-3882,SUV,Pasco,,,,
9187,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21101,53546-9427,Sedan,Janesville,,,,
9188,Pars Auto Sales,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23001,38701-8047,Hardtop,Aurora,,,,
9189,Chrysler Plymouth,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,53546-9427,Hardtop,Greenville,,,,
9190,Tri-State Mack Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,85257-3102,Hardtop,Janesville,,,,
9191,Star Enterprises Inc,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43001,99301-3882,Hardtop,Janesville,,,,
9192,U-Haul CO,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16501,78758-7841,Hardtop,Janesville,,,,
9193,Chrysler of Tri-Cities,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31001,99301-3882,Sedan,Pasco,,,,
9194,Chrysler Plymouth,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16001,53546-9427,Passenger,Janesville,,,,
9195,Classic Chevy,Saturn,LS,Overhead Camshaft,Manual,Pale White,14001,85257-3102,Sedan,Scottsdale,,,,
9196,Clay Johnson Auto Sales,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,78758-7841,SUV,Austin,,,,
9197,Rabun Used Car Sales,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,85257-3102,Hardtop,Janesville,,,,
9198,Enterprise Rent A Car,Acura,TL,Overhead Camshaft,Manual,Pale White,14001,60504-7114,Hatchback,Aurora,,,,
9199,Progressive Shippers Cooperative Association No,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45001,53546-9427,Hardtop,Pasco,,,,
9200,Hatfield Volkswagen,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45001,99301-3882,Passenger,Pasco,,,,
9201,Iceberg Rentals,Ford,Mustang,Overhead Camshaft,Manual,Red,25001,53546-9427,Hatchback,Janesville,,,,
9202,Suburban Ford,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,53546-9427,Passenger,Janesville,,,,
9203,Suburban Ford,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,53546-9427,Hardtop,Janesville,,,,
9204,U-Haul CO,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,78758-7841,Hatchback,Austin,,,,
9205,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,Middletown,,,,
9206,C & M Motors Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27101,60504-7114,Sedan,Aurora,,,,
9207,Capitol KIA,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26000,38701-8047,Passenger,Greenville,,,,
9208,Chrysler of Tri-Cities,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,Sedan,Pasco,,,,
9209,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,53546-9427,Sedan,Janesville,,,,
9210,Classic Chevy,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,85257-3102,Hatchback,Scottsdale,,,,
9211,Clay Johnson Auto Sales,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Sedan,Austin,,,,
9212,Diehl Motor CO Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19500,06457-3834,SUV,Middletown,,,,
9213,Enterprise Rent A Car,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Sedan,Aurora,,,,
9214,Gartner Buick Hyundai Saab,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,38701-8047,Sedan,Greenville,,,,
9215,Hatfield Volkswagen,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,99301-3882,Sedan,Pasco,,,,
9216,Iceberg Rentals,Toyota,Sienna,Overhead Camshaft,Manual,Red,19000,53546-9427,Passenger,Janesville,,,,
9217,McKinney Dodge Chrysler Jeep,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,85257-3102,Sedan,Scottsdale,,,,
9218,C & M Motors Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Hardtop,Aurora,,,,
9219,Nebo Chevrolet,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16000,06457-3834,Passenger,Middletown,,,,
9220,C & M Motors Inc,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,60504-7114,Sedan,Aurora,,,,
9221,Capitol KIA,Volvo,C70,Overhead Camshaft,Manual,Red,82001,38701-8047,Hatchback,Greenville,,,,
9222,Chrysler of Tri-Cities,Saturn,LW,Overhead Camshaft,Manual,Red,49001,99301-3882,Hatchback,Pasco,,,,
9223,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,24501,53546-9427,SUV,Janesville,,,,
9224,Classic Chevy,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,85257-3102,Hatchback,Scottsdale,,,,
9225,Clay Johnson Auto Sales,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19001,78758-7841,Sedan,Austin,,,,
9226,Diehl Motor CO Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31000,06457-3834,Hatchback,Middletown,,,,
9227,Enterprise Rent A Car,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,49000,60504-7114,SUV,Aurora,,,,
9228,Gartner Buick Hyundai Saab,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Hatchback,Greenville,,,,
9229,Hatfield Volkswagen,Audi,A6,Overhead Camshaft,Manual,Black,85500,99301-3882,SUV,Pasco,,,,
9230,Iceberg Rentals,Dodge,Dakota,Overhead Camshaft,Manual,Red,12000,53546-9427,Sedan,Janesville,,,,
9231,McKinney Dodge Chrysler Jeep,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15500,85257-3102,SUV,Scottsdale,,,,
9232,Motor Vehicle Branch Office,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,78758-7841,SUV,Austin,,,,
9233,Nebo Chevrolet,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39500,06457-3834,Sedan,Middletown,,,,
9234,New Castle Ford Lincoln Mercury,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,60504-7114,SUV,Aurora,,,,
9235,Pars Auto Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,38701-8047,SUV,Greenville,,,,
9236,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,Passenger,Pasco,,,,
9237,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,53546-9427,Passenger,Janesville,,,,
9238,Race Car Help,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,31000,78758-7841,Sedan,Greenville,,,,
9239,Ryder Truck Rental and Leasing,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,06457-3834,Passenger,Pasco,,,,
9240,Saab-Belle Dodge,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,33500,60504-7114,SUV,Janesville,,,,
9241,Progressive Shippers Cooperative Association No,Ford,Focus,Overhead Camshaft,Manual,Black,49750,53546-9427,Hardtop,Janesville,,,,
9242,Star Enterprises Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,99301-3882,Hatchback,Austin,,,,
9243,Suburban Ford,Saab,5-Sep,DoubleÂ Overhead Camshaft,Auto,Black,41000,53546-9427,Hatchback,Middletown,,,,
9244,Tri-State Mack Inc,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,85257-3102,Hatchback,Aurora,,,,
9245,U-Haul CO,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,78758-7841,Hatchback,Greenville,,,,
9246,Progressive Shippers Cooperative Association No,Honda,Accord,Overhead Camshaft,Manual,Black,43000,53546-9427,Sedan,Pasco,,,,
9247,Ryder Truck Rental and Leasing,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,06457-3834,Hardtop,Middletown,,,,
9248,Race Car Help,Mercury,Cougar,Overhead Camshaft,Manual,Red,22000,78758-7841,Hatchback,Scottsdale,,,,
9249,Ryder Truck Rental and Leasing,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,Austin,,,,
9250,Classic Chevy,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,85257-3102,Hardtop,Scottsdale,,,,
9251,Scrivener Performance Engineering,Chrysler,Town & Country,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,38701-8047,Sedan,Aurora,,,,
9252,Tri-State Mack Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,85257-3102,Hardtop,Scottsdale,,,,
9253,Suburban Ford,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71000,53546-9427,Passenger,Pasco,,,,
9254,Ryder Truck Rental and Leasing,Ford,Focus,Overhead Camshaft,Manual,Red,17000,06457-3834,Hardtop,Middletown,,,,
9255,U-Haul CO,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,13500,78758-7841,Hatchback,Scottsdale,,,,
9256,Star Enterprises Inc,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18500,99301-3882,Hatchback,Pasco,,,,
9257,Suburban Ford,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19100,53546-9427,Sedan,Janesville,,,,
9258,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33000,85257-3102,Passenger,Scottsdale,,,,
9259,U-Haul CO,Dodge,Stratus,Overhead Camshaft,Manual,Red,25200,78758-7841,Hatchback,Austin,,,,
9260,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,Sedan,Middletown,,,,
9261,C & M Motors Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,60504-7114,Hatchback,Aurora,,,,
9262,Capitol KIA,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,69700,38701-8047,Hatchback,Greenville,,,,
9263,Chrysler of Tri-Cities,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,57750,99301-3882,Hatchback,Pasco,,,,
9264,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,53546-9427,Hatchback,Janesville,,,,
9265,Classic Chevy,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,85257-3102,Hatchback,Austin,,,,
9266,Clay Johnson Auto Sales,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,78758-7841,SUV,Austin,,,,
9267,Diehl Motor CO Inc,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,Hatchback,Middletown,,,,
9268,Gartner Buick Hyundai Saab,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,38701-8047,Hardtop,Greenville,,,,
9269,Motor Vehicle Branch Office,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14001,78758-7841,Hatchback,Austin,,,,
9270,Nebo Chevrolet,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60001,06457-3834,Passenger,Middletown,,,,
9271,New Castle Ford Lincoln Mercury,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14001,60504-7114,SUV,Aurora,,,,
9272,Pars Auto Sales,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19501,38701-8047,Passenger,Greenville,,,,
9273,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28001,99301-3882,Passenger,Pasco,,,,
9274,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60501,53546-9427,Sedan,Janesville,,,,
9275,Rabun Used Car Sales,Mercury,Cougar,Overhead Camshaft,Manual,Red,22001,85257-3102,Hatchback,Scottsdale,,,,
9276,Race Car Help,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22001,78758-7841,Hatchback,Austin,,,,
9277,Ryder Truck Rental and Leasing,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28001,06457-3834,Hatchback,Middletown,,,,
9278,Saab-Belle Dodge,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31501,60504-7114,Hatchback,Aurora,,,,
9279,Scrivener Performance Engineering,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21101,38701-8047,SUV,Greenville,,,,
9280,Diehl Motor CO Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,Hardtop,Middletown,,,,
9281,Pars Auto Sales,Chrysler,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,Black,16500,38701-8047,SUV,Greenville,,,,
9282,Pitre Buick-Pontiac-Gmc of Scottsdale,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20300,99301-3882,SUV,Pasco,,,,
9283,Rabun Used Car Sales,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24500,85257-3102,Passenger,Scottsdale,,,,
9284,Race Car Help,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,78758-7841,Hatchback,Austin,,,,
9285,Enterprise Rent A Car,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Hardtop,Aurora,,,,
9286,Saab-Belle Dodge,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,60504-7114,Sedan,Aurora,,,,
9287,Scrivener Performance Engineering,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,38701-8047,SUV,Greenville,,,,
9288,Star Enterprises Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001,99301-3882,SUV,Pasco,,,,
9289,Suburban Ford,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hatchback,Janesville,,,,
9290,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,85257-3102,SUV,Scottsdale,,,,
9291,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,78758-7841,Sedan,Austin,,,,
9292,Rabun Used Car Sales,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,85257-3102,SUV,Scottsdale,,,,
9293,Race Car Help,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,78758-7841,SUV,Austin,,,,
9294,Ryder Truck Rental and Leasing,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27001,06457-3834,SUV,Middletown,,,,
9295,Saab-Belle Dodge,Subaru,Outback,Overhead Camshaft,Manual,Red,49000,60504-7114,SUV,Aurora,,,,
9296,Scrivener Performance Engineering,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45250,38701-8047,Passenger,Greenville,,,,
9297,Star Enterprises Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20500,99301-3882,Passenger,Pasco,,,,
9298,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Sedan,Janesville,,,,
9299,Tri-State Mack Inc,Volvo,S40,Overhead Camshaft,Manual,Black,36000,85257-3102,Sedan,Scottsdale,,,,
9300,U-Haul CO,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,15000,78758-7841,SUV,Austin,,,,
9301,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,53546-9427,SUV,Janesville,,,,
9302,Rabun Used Car Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,85257-3102,Passenger,Scottsdale,,,,
9303,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,78758-7841,SUV,Austin,,,,
9304,Buddy Storbeck's Diesel Service Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,06457-3834,Sedan,Austin,,,,
9305,C & M Motors Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Hatchback,Middletown,,,,
9306,Capitol KIA,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13000,38701-8047,Hatchback,Aurora,,,,
9307,Chrysler of Tri-Cities,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,99301-3882,SUV,Greenville,,,,
9308,Chrysler Plymouth,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,53546-9427,Sedan,Pasco,,,,
9309,Classic Chevy,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19100,85257-3102,Passenger,Janesville,,,,
9310,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15000,53546-9427,Hardtop,Janesville,,,,
9311,Diehl Motor CO Inc,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Sedan,Austin,,,,
9312,Enterprise Rent A Car,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Sedan,Middletown,,,,
9313,Gartner Buick Hyundai Saab,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,38701-8047,SUV,Aurora,,,,
9314,Nebo Chevrolet,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,Hardtop,Middletown,,,,
9315,Iceberg Rentals,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21500,53546-9427,SUV,Pasco,,,,
9316,Enterprise Rent A Car,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Red,21000,60504-7114,Hatchback,Aurora,,,,
9317,Gartner Buick Hyundai Saab,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,Hatchback,Greenville,,,,
9318,Hatfield Volkswagen,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,Hatchback,Pasco,,,,
9319,Iceberg Rentals,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Sedan,Janesville,,,,
9320,McKinney Dodge Chrysler Jeep,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,85257-3102,SUV,Scottsdale,,,,
9321,Motor Vehicle Branch Office,BMW,528i,Overhead Camshaft,Manual,Black,21001,78758-7841,SUV,Austin,,,,
9322,Nebo Chevrolet,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,06457-3834,Hatchback,Middletown,,,,
9323,New Castle Ford Lincoln Mercury,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41001,60504-7114,Hatchback,Aurora,,,,
9324,Pars Auto Sales,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22501,38701-8047,SUV,Greenville,,,,
9325,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15001,99301-3882,Hatchback,Pasco,,,,
9326,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,53546-9427,Sedan,Janesville,,,,
9327,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,85257-3102,Sedan,Scottsdale,,,,
9328,Race Car Help,Ford,Escort,Overhead Camshaft,Manual,Black,11001,78758-7841,Passenger,Austin,,,,
9329,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39501,06457-3834,Sedan,Middletown,,,,
9330,Saab-Belle Dodge,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Hatchback,Aurora,,,,
9331,Scrivener Performance Engineering,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,38701-8047,Sedan,Greenville,,,,
9332,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85000,99301-3882,Passenger,Pasco,,,,
9333,Suburban Ford,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,53546-9427,Hatchback,Janesville,,,,
9334,Tri-State Mack Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Passenger,Scottsdale,,,,
9335,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,Austin,,,,
9336,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,53546-9427,Passenger,Janesville,,,,
9337,Rabun Used Car Sales,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31200,85257-3102,Hatchback,Scottsdale,,,,
9338,Race Car Help,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,78758-7841,Sedan,Austin,,,,
9339,Ryder Truck Rental and Leasing,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,06457-3834,Sedan,Middletown,,,,
9340,Star Enterprises Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22001,99301-3882,SUV,Pasco,,,,
9341,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,53546-9427,Passenger,Janesville,,,,
9342,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,SUV,Scottsdale,,,,
9343,U-Haul CO,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Red,29001,78758-7841,Passenger,Austin,,,,
9344,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,53546-9427,Hatchback,Janesville,,,,
9345,Rabun Used Car Sales,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,SUV,Scottsdale,,,,
9346,Hatfield Volkswagen,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28001,99301-3882,Hardtop,Pasco,,,,
9347,Ryder Truck Rental and Leasing,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23001,06457-3834,Sedan,Middletown,,,,
9348,C & M Motors Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,Janesville,,,,
9349,Scrivener Performance Engineering,Saturn,LW,Overhead Camshaft,Manual,Pale White,13001,38701-8047,Hatchback,Greenville,,,,
9350,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,99301-3882,SUV,Pasco,,,,
9351,Suburban Ford,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24001,53546-9427,Sedan,Janesville,,,,
9352,Tri-State Mack Inc,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21501,85257-3102,Hatchback,Scottsdale,,,,
9353,U-Haul CO,Dodge,Durango,Overhead Camshaft,Manual,Black,22201,78758-7841,SUV,Austin,,,,
9354,Buddy Storbeck's Diesel Service Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31501,06457-3834,Hatchback,Middletown,,,,
9355,C & M Motors Inc,BMW,528i,Overhead Camshaft,Manual,Red,29001,60504-7114,SUV,Aurora,,,,
9356,Capitol KIA,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,38701-8047,Sedan,Greenville,,,,
9357,Chrysler of Tri-Cities,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,99301-3882,Sedan,Pasco,,,,
9358,Chrysler Plymouth,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9001,53546-9427,Hatchback,Janesville,,,,
9359,Classic Chevy,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20001,85257-3102,SUV,Scottsdale,,,,
9360,Chrysler of Tri-Cities,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17001,99301-3882,Hardtop,Austin,,,,
9361,Diehl Motor CO Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,06457-3834,Passenger,Middletown,,,,
9362,Saab-Belle Dodge,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,60504-7114,Hardtop,Austin,,,,
9363,Gartner Buick Hyundai Saab,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,38701-8047,Hatchback,Greenville,,,,
9364,Progressive Shippers Cooperative Association No,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,53546-9427,Passenger,Janesville,,,,
